iter	RMSE
0	0.06727329592
1	0.04444509974
2	0.0441613574
3	0.04368117622
4	0.0432481386
5	5	0.04511113956	6	0.04473019737	7	0.0442817868	08	0.0439468459	09	0.04369197910	10	0.0433470971111	0.04290408801212	0.04248577417
13	0.0422463748
14	0.04185657815
15	0.04144893369
16	0.04108673635
17	0.04073375961818	0.04058496419	19	0.04013296720	20	0.0398040621	0.021	0.06331822	022	0.0391002823	023	0.0388581424	024	0.0384666025	025	0.0381642526	026	0.0379478527	0.03499940677
28	0.03482642485
29	029	0.0371760530	0.03409890707
31	0.03373535039
32	0.03355459165
33	0.03320632587
34	0.03295706717
35	0.03277810983
36	0.03249389748
37	0.0323137228
38	0.03200952254
39	0.03171546135
40	0.03148193425
41	0.03118132756
42	0.03086807833
43	0.0306384904
44	0.03029395695
45	0.02997923196
46	0.02963483405
47	0.02938882819
48	0.02913856353
49	0.02889060267
50	0.0286604879
51	0.02838059477
52	0.0281439957
53	0.02793040556
54	0.02782421747
55	0.02758305285
56	0.02735942181
57	0.02711211535
58	0.02690112333
59	0.02665834225
60	0.02641337856
61	0.02612972818
62	0.02602941844
63	0.02577526529
64	0.02552399952
65	0.02522859844
66	0.02494904499
67	0.02484637059
68	0.02464758688
69	0.02442150799
70	0.02415383992
71	0.02390025356
72	0.02368713334
73	0.02358010267
74	0.02344805782
75	0.02319414609
76	0.02297511426
77	0.02275443037
78	0.02255660098
79	0.02234526626
80	0.02209533642
81	0.02191087314
82	0.02168693907
83	0.02160073936
84	0.02142648404
85	0.02122718297
86	0.02107880269
87	0.02087323234
88	0.02080033447
89	0.02070382847
90	0.02054061797
91	0.02035031573
92	0.02018488523
93	0.0200198608
94	0.01981175132
95	0.01965433759
96	0.01950877452
97	0.01934994825
98	0.01920881232
99	0.01900579588
100	0.0189368931
101	0.01880785639
102	0.0187035319
103	0.0185459913
104	0.01836807972
105	0.01824052345
106	0.01810370374
107	0.01796205962
108	0.01783070931
109	0.01770575574
110	0.01758509336
111	0.01745973469
112	0.01731662176
113	0.01717625238
114	0.01701626617
115	0.01689488835
116	0.01673847741
117	0.01660722609
118	0118	0.0509770119	0119	0.0508996120	120	0.05080794121	121	0.05064258101
122	0.05059072291
123	0.05054282848
124	0.05038088483
125	0.05021339753
126	0.05018586549
127	0.05004620503
128	0.04994672233
129	0.04980368161
130	0.04969835413
131	0.04955243017
132	0.04939125154
133	0.04936841875
134	0.04928391453
135	0.04917886271
136	0.04916593534
137	0.04901195186
138	0.04884406084
139	0.04867152323
140	0.0486578755
141	0.04852419996
142	0.04838645292
143	0.04826550384
144	0.04812287925
145	0.04796655121
146	0.04786515395
147	0.04768988121
148	0.04757621264
149	0.04746664385
150	0.04726620505
151	0.04715103056
152	0.04702079184
153	0.04687533437
154	0.04669699885
155	0.04667968366
156	0.04652791798
157	0.04640127908
158	0.0462784311
159	0.04613511542
160	0.0459329739
161	0.04579138675
162	0.04566755489
163	0.04560502443
164	0.04544490997
165	0.04542910547
166	0.04531658634
167	0.04521196984
168	0.04504377705
169	0.04486078334
170	0.04473694899
171	0.04472519149
172	0.04459572177
173	0.0444580574
174	0.04432193164
175	0.04418449795
176	0.04398780137
177	0.04386999145
178	0.04375441522
179	0.04360568967
180	0.04349311641
181	0.04334467503
182	0.04316380861
183	0.04300077274
184	0.04285443514
185	0.04274968061
186	0.04262524725
187	0.0425125589
188	0.04237506745
189	0.04236542823
190	0.04219611689
191	0.04215292386
192	0.04202579115
193	0.04189958216
194	0.04177855885
195	0.0416183974
196	0.04145791819
197	0.04134561078
198	0.04121763262
199	0.04111285456
200	0.04095254296
201	0.04084676562
202	0.04072028662
203	0.04064020931
204	0.04051474754
205	0.04040250257
206	0.04029108727
207	0.0401809725
208	0.04004310406
209	0.039953381
210	0.03981740547
211	0.03968257575
212	0.03955974562
213	0.0394684282
214	0.03931986701
215	0.0391728504
216	0.03903808452
217	0.03896947266
218	0.03882887068
219	0.03868659726
220	0.03854875069
221	0.03842578524
222	0.03832163032
223	0.03819972568
224	0.03808038207
225	0.03797811554
226	0.03785412254
227	0.03773072247
228	0.03763415688
229	0.03746746198
230	0.03733674792
231	0.03723764668
232	0.03709405076
233	0.03693540062
234	0.03679820136
235	0.03668327805
236	0.03655364343
237	0.0364037046
238	0.03627582674
239	0.03614914096
240	0.03603741183
241	0.03595634879
242	0.03583430111
243	0.03571984402
244	0.03559991197
245	0.03546298541
246	0.03545636287
247	0.03536023711
248	0.03521812817
249	0.03512367861
250	0.03503323266
251	0.03492582322
252	0.03483689412
253	0.03472336981
254	0.0346247462
255	0.03452062839
256	0.03440982621
257	0.0343074744
258	0.0342199924
259	0.03409151828
260	0.03395783444
261	0.03383890694
262	0.0337318454
263	0.03363282377
264	0.03350493386
265	0.03339992467
266	0.03329599101
267	0.03319312252
268	0.03306702865
269	0.03294167121
270	0.03284655024
271	0.03273913709
272	0.03261338374
273	0.03249270474
274	0.03239334819
275	0.03229501452
276	0.03218819201
277	0.03209694572
278	0.03199362766
279	0.03189763111
280	0.03180262681
281	0.03170860519
282	0.03161555681
283	0.03152347231
284	0.0314240239
285	0.03133346634
286	0.03124385065
287	0.03115516771
288	0.03106740848
289	0.03098281795
290	0.03089482903
291	0.03080956047
292	0.03071501764
293	0.03060247519
294	0.03051913892
295	0.03042692336
296	0.03034499483
297	0.03022758504
298	0.03014662412
299	0.03006651708
300	0.02998725549
301	0.02990883103
302	0.02983123544
303	0.02969650788
304	0.02956293502
305	0.02948681056
306	0.02941149245
307	0.02927970402
308	0.02914904635
309	0.02907515384
310	0.02894592748
311	0.02887312612
312	0.02878908879
313	0.02871754276
314	0.02859041982
315	0.02851993368
316	0.02840991008
317	0.02834026662
318	0.0282831513
319	0.02815865215
320	0.02809054568
321	0.02802316878
322	0.027915322
323	0.02779325527
324	0.02768732791
325	0.02756709174
326	0.02744789688
327	0.02732973516
328	0.02727480059
329	0.02715779895
330	0.02704181378
331	0.02692683711
332	0.02686275149
333	0.0267490388
334	0.02668590535
335	0.02663301044
336	0.02654140086
337	0.02648891057
338	0.02637736527
339	0.02631607717
340	0.02625545343
341	0.02615769533
342	0.02604835116
343	0.0260013745
344	0.02595092387
345	0.02590476365
346	0.02579662379
347	0.02570814542
348	0.02566236951
349	0.0256170291
350	0.02555943948
351	0.02545325406
352	0.02534799845
353	0.02530354401
354	0.02519926815
355	0.02509590659
356	0.02505198769
357	0.02496642859
358	0.02491103865
359	0.02486775113
360	0.02476625297
361	0.02467558699
362	0.02457565825
363	0.02453281223
364	0.02442446451
365	0.02438190767
366	0.02428353815
367	0.024186035
368	0.02408007858
369	0.02403791035
370	0.0239961438
371	0.02395477567
372	0.0239138027
373	0.02381791667
374	0.02372287599
375	0.02368238703
376	0.02358822978
377	0.02348471124
378	0.02339193521
379	0.02335180946
380	0.02331206724
381	0.02323388104
382	0.02319442021
383	0.02310315609
384	0.02306411474
385	0.02296322982
386	0.02287334877
387	0.02277427381
388	0.022735432
389	0.02264691478
390	0.022572178
391	0.02249817088
392	0.02240206295
393	0.02236333588
394	0.02232497842
395	0.02228698754
396	0.02219178735
397	0.02215405575
398	0.02206857656
399	0.02198385728
400	0.02194656444
401	0.0218626367
402	0.02176994331
403	0.02173294337
404	0.02169629759
405	0.02161368502
406	0.02154370113
407	0.02150735275
408	0.02141663738
409	0.02138053871
410	0.02134478606
411	0.02125502713
412	0.02121952007
413	0.02113925744
414	0.02110412567
415	0.02106933147
416	0.02098985257
417	0.02095542574
418	0.0208766887
419	0.0207891146
420	0.02075495728
421	0.020677426
422	0.02064362819
423	0.02057172798
424	0.02048619948
425	0.02045254886
426	0.02041922223
427	0.0203862169
428	0.0203154007
429	0.0202401656
430	0.02020742311
431	0.02017499666
432	0.02009119287
433	0.02002202221
434	0.01998973573
435	0.01995776106
436	0.01992609559
437	0.01989473676
438	0.0198258971
439	0.01979475969
440	0.01972649644
441	0.01969557866
442	0.01962788576
443	0.01959718586
444	0.01956678394
445	0.01949957364
446	0.01946938588
447	0.01938891122
448	0.01932819518
449	0.01926805175
450	0.01920847624
451	0.01913052502
452	0.01907200799
453	0.01902355957
454	0.01896563896
455	0.0189082675
456	0.01885144064
457	0.01880364391
458	0.0187473953
459	0.01868625359
460	0.01863101987
461	0.01857094199
462	0.01852404429
463	0.01846984243
464	0.01841095825
465	0.01836474788
466	0.01831155697
467	0.01825384076
468	0.01820161324
469	0.01815610053
470	0.0180995282
471	0.01804827446
472	0.01799268948
473	0.01794796107
474	0.01789766203
475	0.01784317847
476	0.01779379445
477	0.0177497189
478	0.0177008331
479	0.01764785053
480	0.01759985619
481	0.01755641501
482	0.0175044823
483	0.01745738228
484	0.01741454101
485	0.01736791515
486	0.01731741356
487	0.01727515889
488	0.0172294005
489	0.01717989889
490	0.01713821748
491	0.01709331009
492	0.0170447881
493	0.01700070545
494	0.01695959518
495	0.01691595531
496	0.01686877172
497	0.01682820952
498	0.01678538163
499	0.01673913251
500	0.01669910656
501	0.01665707551
502	0.01661545987
503	0.01657048781
504	0.016530993
505	0.01649015237
506	0.01644607205
507	0.01640709127
508	0.01636701131
509	0.01632380501
510	0.01628532771
511	0.01624599444
512	0.01620792215
513	0.01616566042
514	0.01612706018
515	0.01608947368
516	0.0160480487
517	0.01601016813
518	0.01597305792
519	0.01593245336
520	0.01589581139
521	0.01585863601
522	0.01582183494
523	0.0157855709
524	0.01574617
525	0.01571036076
526	0.01567424346
527	0.01563562296
528	0.01560025748
529	0.01556481404
530	0.01552695893
531	0.01549202917
532	0.01545724753
533	0.01542267527
534	0.01538564093
535	0.01535149619
536	0.01531735883
537	0.01528105825
538	0.015247328
539	0.01521382883
540	0.01518044097
541	0.01514492486
542	0.01511194615
543	0.01507684541
544	0.0150442543
545	0.0150116702
546	0.01497726497
547	0.01494507729
548	0.01490988566
549	0.0148760637
550	0.01484422002
551	0.01481079213
552	0.01477945977
553	0.01474488317
554	0.01471194531
555	0.01468085101
556	0.01464674487
557	0.01461428957
558	0.0145834293
559	0.01455127702
560	0.01451780574
561	0.01448614663
562	0.01445549469
563	0.01441621153
564	0.01438577247
565	0.01435453628
566	0.01432437163
567	0.01429342715
568	0.01426353383
569	0.01422473272
570	0.01418636833
571	0.01415659789
572	0.0141262121
573	0.01409670878
574	0.01406660699
575	0.01402879656
576	0.01399947501
577	0.01396200874
578	0.01393289059
579	0.01390333211
580	0.01387447415
581	0.01384519225
582	0.01381659171
583	0.01377958658
584	0.0137429987
585	0.01371451678
586	0.01368576334
587	0.01365753505
588	0.01361392942
589	0.01358555944
590	0.01355751086
591	0.01351443519
592	0.01348644318
593	0.01345857169
594	0.01341601775
595	0.01338839834
596	0.01334642874
597	0.01331920016
598	0.01329140918
599	0.01324994544
600	0.01321502829
601	0.01317410951
602	0.01314744354
603	0.01310708491
604	0.01307280149
605	0.01303297248
606	0.01300687556
607	0.01297410017
608	0.01294642603
609	0.01292069844
610	0.01289326474
611	0.01286083796
612	0.01283359191
613	0.01280820667
614	0.01278119722
615	0.01274911598
616	0.01271740152
617	0.01269050618
618	0.01266734463
619	0.01263604619
620	0.01260510564
621	0.01257827952
622	0.01254762371
623	0.01252098308
624	0.01249060945
625	0.01246415338
626	0.01244156214
627	0.01241158676
628	0.01238195398
629	0.0123526599
630	0.01232620936
631	0.01229718446
632	0.01227091883
633	0.01224623215
634	0.01222435888
635	0.01219592017
636	0.01216975132
637	0.01214559451
638	0.01212412269
639	0.01209625817
640	0.01207018644
641	0.01204654767
642	0.01202546839
643	0.01199816635
644	0.01196566273
645	0.01193962526
646	0.01191890301
647	0.01189609002
648	0.01187568379
649	0.01184930666
650	0.01181779418
651	0.01179174969
652	0.01177168675
653	0.01174966896
654	0.0117278693
655	0.01170194376
656	0.01168225399
657	0.01165689208
658	0.01163446293
659	0.01160865248
660	0.01158916264
661	0.01156693296
662	0.01154129552
663	0.01152190725
664	0.01149185411
665	0.01146635161
666	0.01144719143
667	0.01142636069
668	0.01140749184
669	0.0113869708
670	0.01136154146
671	0.01134291843
672	0.01132266294
673	0.01130432306
674	0.01128056718
675	0.01125874721
676	0.01123334939
677	0.0112113597
678	0.01118615324
679	0.01116791921
680	0.01114611704
681	0.01112105925
682	0.01110292496
683	0.01108282177
684	0.01106294867
685	0.01103800089
686	0.01101993391
687	0.01100021383
688	0.01097541415
689	0.01095744924
690	0.01093633708
691	0.01091851085
692	0.01089912512
693	0.01087438926
694	0.01085518515
695	0.01083742542
696	0.01081031844
697	0.01078566982
698	0.01076811844
699	0.01074763404
700	0.01072312715
701	0.01070567181
702	0.01068535709
703	0.01066803725
704	0.01064793248
705	0.01062296168
706	0.01059822544
707	0.01058109144
708	0.01056258358
709	0.01053806797
710	0.0105210954
711	0.01049498648
712	0.01047083083
713	0.01045405928
714	0.01043426701
715	0.01041537733
716	0.01039115886
717	0.01037450942
718	0.01035509987
719	0.01033111161
720	0.01031455389
721	0.01028920847
722	0.01026534158
723	0.01024898053
724	0.01023043065
725	0.01021144398
726	0.01018767067
727	0.0101713679
728	0.01014662292
729	0.01012296985
730	0.0101068606
731	0.01008338245
732	0.01006519282
733	0.01004917515
734	0.01003052512
735	0.01000713838
736	0.009989296049
737	0.009973335957
738	0.009949305862
739	0.009925997032
740	0.009902897287
741	0.009887089466
742	0.009869427945
743	0.009846458655
744	0.009830741097
745	0.009812581349
746	0.009789740905
747	0.009766172363
748	0.009743484005
749	0.009727883412
750	0.009705362459
751	0.009688000356
752	0.009672489074
753	0.009654678785
754	0.009632244645
755	0.009616819639
756	0.009599757836
757	0.009576867439
758	0.009554507866
759	0.009532348736
760	0.009517041246
761	0.009495045506
762	0.009477536573
763	0.009462314393
764	0.009445577686
765	0.009423666485
766	0.009401214095
767	0.009379449016
768	0.009364342837
769	0.009342738177
770	0.009325562651
771	0.009310540868
772	0.009289056826
773	0.009272599903
774	0.009250626314
775	0.009229248256
776	0.009214340915
777	0.009193120381
778	0.009176270548
779	0.009161446691
780	0.009140344534
781	0.009124198531
782	0.009109460405
783	0.009093473883
784	0.009072129516
785	0.009051060844
786	0.009030181059
787	0.009015555282
788	0.008994829335
789	0.00897841212
790	0.008963868477
791	0.008948182762
792	0.008927536205
793	0.008906598746
794	0.008886090475
795	0.008871657659
796	0.008851300481
797	0.008835191905
798	0.00882084031
799	0.008805448757
800	0.008785169534
801	0.008764677235
802	0.008744534087
803	0.008730291796
804	0.008710297053
805	0.00869449032
806	0.008674639413
807	0.008660445069
808	0.008645306369
809	0.008630343339
810	0.008610377872
811	0.008590559149
812	0.008570918382
813	0.008556805905
814	0.008541464504
815	0.008521933229
816	0.008507900685
817	0.00849321613
818	0.008473674345
819	0.008454209071
820	0.008434918649
821	0.008420993153
822	0.008401844799
823	0.008386754122
824	0.008372907566
825	0.008358495702
826	0.008339420918
827	0.008320250574
828	0.008301304621
829	0.008287563554
830	0.008268757156
831	0.008253946418
832	0.008240283358
833	0.008226138508
834	0.008207404446
835	0.008188640451
836	0.008170033198
837	0.008156474079
838	0.008138003914
839	0.008123467321
840	0.008109985281
841	0.008096101928
842	0.008077702897
843	0.008063439542
844	0.008045160348
845	0.008026853518
846	0.008013447194
847	0.007995275056
848	0.007977266642
849	0.007963933647
850	0.007950274729
851	0.007936274535
852	0.007918335715
853	0.007900403554
854	0.007882586776
855	0.007869328593
856	0.007851643072
857	0.007838259292
858	0.007825079238
859	0.007811336775
860	0.007793719727
861	0.007768731481
862	0.007751306332
863	0.007738122457
864	0.007724616045
865	0.007707287624
866	0.007694182165
867	0.007669728553
868	0.00765255956
869	0.007639572388
870	0.007622529157
871	0.007605349992
872	0.007588423609
873	0.007575494106
874	0.007562188882
875	0.007545357426
876	0.007532632416
877	0.007515924562
878	0.007503017473
879	0.00748993329
880	0.0074662726
881	0.007449688763
882	0.007433255122
883	0.007420253523
884	0.007407469557
885	0.007398578039
886	0.007382218184
887	0.007369517194
888	0.007353278058
889	0.00733028028
890	0.007314217217
891	0.007301308542
892	0.007285363038
893	0.007272780105
894	0.007260392949
895	0.007251670849
896	0.007235797804
897	0.007223273654
898	0.007207517917
899	0.007195089898
900	0.007186413518
901	0.007170756394
902	0.007158408584
903	0.007149809902
904	0.007137568085
905	0.007121982386
906	0.007109834274
907	0.007094364074
908	0.007085808781
909	0.007073738494
910	0.007058365167
911	0.007042426278
912	0.007027159283
913	0.007015200521
914	0.007000046887
915	0.006988179734
916	0.006975521448
917	0.006960453276
918	0.006947921332
919	0.006936097778
920	0.006921114612
921	0.006912751109
922	0.006901003258
923	0.006886114079
924	0.006870603791
925	0.006855817839
926	0.006844178167
927	0.006829502255
928	0.006817951857
929	0.006805528321
